LAMMPS data file:		

	100 atoms

	99 bonds

	98 angles

	 1 atom types

	 1 bond types

	 1 angle types

	0.0    150.0  xlo xhi
	0.0	 150.0  ylo yhi
	-0.5	 0.5  zlo zhi

Masses

	1 	1.0

Atoms
					
1	1	1	40.5	40.5	0
2	1	1	41	41	0
3	1	1	41.5	41.5	0
4	1	1	42	42	0
5	1	1	42.5	42.5	0
6	1	1	43	43	0
7	1	1	43.5	43.5	0
8	1	1	44	44	0
9	1	1	44.5	44.5	0
10	1	1	45	45	0
11	1	1	45.5	45.5	0
12	1	1	46	46	0
13	1	1	46.5	46.5	0
14	1	1	47	47	0
15	1	1	47.5	47.5	0
16	1	1	48	48	0
17	1	1	48.5	48.5	0
18	1	1	49	49	0
19	1	1	49.5	49.5	0
20	1	1	50	50	0
21	1	1	50.5	50.5	0
22	1	1	51	51	0
23	1	1	51.5	51.5	0
24	1	1	52	52	0
25	1	1	52.5	52.5	0
26	1	1	53	53	0
27	1	1	53.5	53.5	0
28	1	1	54	54	0
29	1	1	54.5	54.5	0
30	1	1	55	55	0
31	1	1	55.5	55.5	0
32	1	1	56	56	0
33	1	1	56.5	56.5	0
34	1	1	57	57	0
35	1	1	57.5	57.5	0
36	1	1	58	58	0
37	1	1	58.5	58.5	0
38	1	1	59	59	0
39	1	1	59.5	59.5	0
40	1	1	60	60	0
41	1	1	60.5	60.5	0
42	1	1	61	61	0
43	1	1	61.5	61.5	0
44	1	1	62	62	0
45	1	1	62.5	62.5	0
46	1	1	63	63	0
47	1	1	63.5	63.5	0
48	1	1	64	64	0
49	1	1	64.5	64.5	0
50	1	1	65	65	0
51	1	1	65.5	65.5	0
52	1	1	66	66	0
53	1	1	66.5	66.5	0
54	1	1	67	67	0
55	1	1	67.5	67.5	0
56	1	1	68	68	0
57	1	1	68.5	68.5	0
58	1	1	69	69	0
59	1	1	69.5	69.5	0
60	1	1	70	70	0
61	1	1	70.5	70.5	0
62	1	1	71	71	0
63	1	1	71.5	71.5	0
64	1	1	72	72	0
65	1	1	72.5	72.5	0
66	1	1	73	73	0
67	1	1	73.5	73.5	0
68	1	1	74	74	0
69	1	1	74.5	74.5	0
70	1	1	75	75	0
71	1	1	75.5	75.5	0
72	1	1	76	76	0
73	1	1	76.5	76.5	0
74	1	1	77	77	0
75	1	1	77.5	77.5	0
76	1	1	78	78	0
77	1	1	78.5	78.5	0
78	1	1	79	79	0
79	1	1	79.5	79.5	0
80	1	1	80	80	0
81	1	1	80.5	80.5	0
82	1	1	81	81	0
83	1	1	81.5	81.5	0
84	1	1	82	82	0
85	1	1	82.5	82.5	0
86	1	1	83	83	0
87	1	1	83.5	83.5	0
88	1	1	84	84	0
89	1	1	84.5	84.5	0
90	1	1	85	85	0
91	1	1	85.5	85.5	0
92	1	1	86	86	0
93	1	1	86.5	86.5	0
94	1	1	87	87	0
95	1	1	87.5	87.5	0
96	1	1	88	88	0
97	1	1	88.5	88.5	0
98	1	1	89	89	0
99	1	1	89.5	89.5	0
100	1	1	90	90	0

Bonds

	 1     1     1     2
	 2     1     2     3
	 3     1     3     4
	 4     1     4     5
	 5     1     5     6
	 6     1     6     7
	 7     1     7     8
	 8     1     8     9
	 9     1     9    10
	10     1    10    11
	11     1    11    12
	12     1    12    13
	13     1    13    14
	14     1    14    15
	15     1    15    16
	16     1    16    17
	17     1    17    18
	18     1    18    19
	19     1    19    20
	20     1    20    21
	21     1    21    22
	22     1    22    23
	23     1    23    24
	24     1    24    25
	25     1    25    26
	26     1    26    27
	27     1    27    28
	28     1    28    29
	29     1    29    30
	30     1    30    31
	31     1    31    32
	32     1    32    33
	33     1    33    34
	34     1    34    35
	35     1    35    36
	36     1    36    37
	37     1    37    38
	38     1    38    39
	39     1    39    40
	40     1    40    41
	41     1    41    42
	42     1    42    43
	43     1    43    44
	44     1    44    45
	45     1    45    46
	46     1    46    47
	47     1    47    48
	48     1    48    49
	49     1    49    50
	50     1    50    51
	51     1    51    52
	52     1    52    53
	53     1    53    54
	54     1    54    55
	55     1    55    56
	56     1    56    57
	57     1    57    58
	58     1    58    59
	59     1    59    60
	60     1    60    61
	61     1    61    62
	62     1    62    63
	63     1    63    64
	64     1    64    65
	65     1    65    66
	66     1    66    67
	67     1    67    68
	68     1    68    69
	69     1    69    70
	70     1    70    71
	71     1    71    72
	72     1    72    73
	73     1    73    74
	74     1    74    75
	75     1    75    76
	76     1    76    77
	77     1    77    78
	78     1    78    79
	79     1    79    80
	80     1    80    81
	81     1    81    82
	82     1    82    83
	83     1    83    84
	84     1    84    85
	85     1    85    86
	86     1    86    87
	87     1    87    88
	88     1    88    89
	89     1    89    90
	90     1    90    91
	91     1    91    92
	92     1    92    93
	93     1    93    94
	94     1    94    95
	95     1    95    96
	96     1    96    97
	97     1    97    98
	98     1    98    99
	99     1    99   100


Angles

	 1     1     1     2     3
	 2     1     2     3     4
	 3     1     3     4     5
	 4     1     4     5     6
	 5     1     5     6     7
	 6     1     6     7     8
	 7     1     7     8     9
	 8     1     8     9    10
	 9     1     9    10    11
	10     1    10    11    12
	11     1    11    12    13
	12     1    12    13    14
	13     1    13    14    15
	14     1    14    15    16
	15     1    15    16    17
	16     1    16    17    18
	17     1    17    18    19
	18     1    18    19    20
	19     1    19    20    21
	20     1    20    21    22
	21     1    21    22    23
	22     1    22    23    24
	23     1    23    24    25
	24     1    24    25    26
	25     1    25    26    27
	26     1    26    27    28
	27     1    27    28    29
	28     1    28    29    30
	29     1    29    30    31
	30     1    30    31    32
	31     1    31    32    33
	32     1    32    33    34
	33     1    33    34    35
	34     1    34    35    36
	35     1    35    36    37
	36     1    36    37    38
	37     1    37    38    39
	38     1    38    39    40
	39     1    39    40    41
	40     1    40    41    42
	41     1    41    42    43
	42     1    42    43    44
	43     1    43    44    45
	44     1    44    45    46
	45     1    45    46    47
	46     1    46    47    48
	47     1    47    48    49
	48     1    48    49    50
	49     1    49    50    51
	50     1    50    51    52
	51     1    51    52    53
	52     1    52    53    54
	53     1    53    54    55
	54     1    54    55    56
	55     1    55    56    57
	56     1    56    57    58
	57     1    57    58    59
	58     1    58    59    60
	59     1    59    60    61
	60     1    60    61    62
	61     1    61    62    63
	62     1    62    63    64
	63     1    63    64    65
	64     1    64    65    66
	65     1    65    66    67
	66     1    66    67    68
	67     1    67    68    69
	68     1    68    69    70
	69     1    69    70    71
	70     1    70    71    72
	71     1    71    72    73
	72     1    72    73    74
	73     1    73    74    75
	74     1    74    75    76
	75     1    75    76    77
	76     1    76    77    78
	77     1    77    78    79
	78     1    78    79    80
	79     1    79    80    81
	80     1    80    81    82
	81     1    81    82    83
	82     1    82    83    84
	83     1    83    84    85
	84     1    84    85    86
	85     1    85    86    87
	86     1    86    87    88
	87     1    87    88    89
	88     1    88    89    90
	89     1    89    90    91
	90     1    90    91    92
	91     1    91    92    93
	92     1    92    93    94
	93     1    93    94    95
	94     1    94    95    96
	95     1    95    96    97
	96     1    96    97    98
	97     1    97    98    99
	98     1    98    99   100
